Component,E_F [kW],E_P [kW],E_D [kW],E_L [kW],epsilon [%],y [%],y* [%],C_F [EUR/h],C_P [EUR/h],C_D [EUR/h],Z [EUR/h],C_D+Z [EUR/h],f [%],r [%],c_F [EUR/GJ],c_P [EUR/GJ]
COMP1,282.9,236.7,46.28,0,83.64,8.738,16.9,55.66,65.26,9.106,7.095,16.2,43.79,17.25,54.65,76.61
COMP2,218.4,184.5,33.85,0,84.5,6.39,12.36,42.43,51.32,6.577,7.055,13.63,51.75,20.94,53.97,77.25
IHX,135.4,109.5,25.84,0,80.91,4.879,9.438,37.34,42.67,7.127,3.931,11.06,35.55,41.23,76.61,108.2
MOT1,296.8,282,14.84,0,95,2.802,5.42,53.99,54.79,2.699,0,2.699,0,1.488,50.52,53.97
MOT2,229.9,218.4,11.49,0,95,2.17,4.197,41.81,42.43,2.09,0,2.09,0,1.488,50.52,53.97
SNK_HX,253.6,241.9,11.73,0,95.38,2.214,4.283,81.35,85.58,3.762,3.59,7.353,48.83,10.29,89.11,98.28
SRC_HX,33.59,10.96,22.63,0,32.62,4.273,8.265,30.67,34.14,20.66,2.247,22.91,9.808,241.3,253.6,865.4
VAL1,101.3,34.54,66.72,0,34.11,12.6,24.36,27.93,31.54,18.4,0,18.4,0,231,76.61,253.6
VAL2,40.46,,40.46,0,,7.638,14.77,12.63,,12.63,0,12.63,0,inf,86.74,
TOT,529.7,241.9,273.8,13.94,45.67,51.7,100,95.8,119.7,49.53,23.92,73.45,32.56,173.7,50.24,137.5
