name,type,P [kW],pressure ratio,Δp [bar],η_s,Q [kW],kA [kW/K],UA [kW/K],ΔT_upper [K],ΔT_lower [K],ΔT_pinch [K],LMTD [K],pr_hot,pr_cold,ε_hot,ε_cold,P_in [kW],P_out [kW],η,P_in_total [kW],P_out_total [kW]
COMP1,Compressor,266.4227,3.9429,-21.2666,0.8,,,,,,,,,,,,,,,,
COMP2,Compressor,206.6377,2.2362,-12.0391,0.8,,,,,,,,,,,,,,,,
IHX,HeatExchanger,,,,,-921.5642,83.0587,88.3834,20.8355,5.0,5.0,11.0953,1.0,1.0,0.9411,0.7881,,,,,
SNK_HX,HeatExchanger,,,,,-1128.2019,183.6046,224.0794,7.4521,5.0,5.0,6.1447,1.0,1.0,0.9237,0.9932,,,,,
SRC_HX,HeatExchanger,,,,,-655.1415,88.6322,71.1662,10.4462,5.0,5.0,7.3917,1.0,1.0,0.676,0.9101,,,,,
MOT1,Motor,,,,,,,,,,,,,,,,,,0.95,,
MOT2,Motor,,,,,,,,,,,,,,,,,,0.95,,
VAL1,Valve,,0.2536,21.2666,,,,,,,,,,,,,,,,,
VAL2,Valve,,0.4472,12.0391,,,,,,,,,,,,,,,,,
electricity distribution,PowerBus,,,,,,,,,,,,,,,,,,,,
