Component,E_F [kW],E_P [kW],E_D [kW],E_L [kW],epsilon [%],y [%],y* [%],C_F [EUR/h],C_P [EUR/h],C_D [EUR/h],Z [EUR/h],C_D+Z [EUR/h],f [%],r [%],c_F [EUR/GJ],c_P [EUR/GJ]
COMP1,193.7,167.2,26.56,0,86.29,4.957,9.8,40.01,48.92,5.486,4.212,9.699,43.43,22.26,57.37,81.29
COMP2,302.6,257,45.57,0,84.94,8.505,16.82,60.75,75.73,9.15,6.921,16.07,43.07,24.65,55.77,81.84
IHX,140.1,102.2,37.92,0,72.94,7.077,13.99,57.67,66.74,15.6,2.375,17.98,13.21,58.68,114.3,181.4
MOT1,203.9,193.7,10.2,0,95,1.903,3.762,37.09,40.01,1.855,1.121,2.975,37.67,7.88,50.52,57.37
MOT2,318.5,302.6,15.93,0,95,2.972,5.876,57.93,60.75,2.897,0,2.897,0,4.858,50.52,55.77
SNK_HX,273,261.9,11.12,0,95.93,2.075,4.103,109.8,115.5,4.473,3.749,8.222,45.6,9.671,111.7,122.5
SRC_HX,20.81,5.929e-05,20.81,0,0.0002849,3.883,7.677,12.17,17.97,12.17,2.122,14.3,14.84,5.181e+07,162.5,8.421e+07
VAL1,27.02,10.35,16.67,0,38.31,3.111,6.15,9.229,12.17,5.693,0,5.693,0,244.4,94.87,326.7
VAL2,86.25,,86.25,0,,16.1,31.82,32.66,,32.66,0,32.66,0,inf,105.2,
TOT,535.9,261.9,271,2.987,48.87,50.58,100,95.03,115.5,48.06,20.5,68.56,29.9,148.8,49.26,122.5
