Component,E_F [kW],E_P [kW],E_D [kW],E_L [kW],epsilon [%],y [%],y* [%],C_F [EUR/h],C_P [EUR/h],C_D [EUR/h],Z [EUR/h],C_D+Z [EUR/h],f [%],r [%],c_F [EUR/GJ],c_P [EUR/GJ]
COMP1,215,181.4,33.62,0,84.36,5.799,14.44,43.41,53.94,6.788,3.874,10.66,36.33,24.26,56.08,82.6
COMP2,183.8,156.2,27.57,0,85,4.754,11.84,37.11,47.31,5.565,4.747,10.31,46.03,27.5,56.08,84.11
IHX,182.1,158.6,23.51,0,87.09,4.054,10.09,46.34,52.93,5.982,1.933,7.915,24.42,31.14,70.69,92.7
MOT1,226.4,215,11.32,0,95,1.952,4.86,41.17,43.41,2.059,0,2.059,0,5.442,50.52,56.08
MOT2,193.5,183.8,9.674,0,95,1.668,4.154,35.19,37.11,1.76,0,1.76,0,5.442,50.52,56.08
SNK_HX,273.1,261.9,11.27,0,95.87,1.944,4.839,87.16,93.2,3.596,3.812,7.408,51.46,11.54,88.64,98.86
SRC_HX,74.92,53.66,21.26,0,71.62,3.667,9.129,-1.499e-13,6.679,-4.253e-14,2.47,2.47,100,inf,-5.557e-13,34.57
VAL1,52.97,,52.97,0,,9.135,22.74,14.28,,14.28,0,14.28,0,inf,74.88,
VAL2,41.71,,41.71,0,,7.193,17.91,13.08,,13.08,0,13.08,0,inf,87.15,
TOT,579.8,261.9,232.9,85.07,45.16,40.17,100,76.36,93.2,30.67,16.84,47.51,35.44,170.2,36.58,98.86
