Component,E_F [kW],E_P [kW],E_D [kW],E_L [kW],epsilon [%],y [%],y* [%],C_F [EUR/h],C_P [EUR/h],C_D [EUR/h],Z [EUR/h],C_D+Z [EUR/h],f [%],r [%],c_F [EUR/GJ],c_P [EUR/GJ]
COMP1,224.7,188.4,36.27,0,83.86,7.088,14.52,45.69,58.68,7.376,4.785,12.16,39.35,28.42,56.49,86.51
COMP2,231.6,196.6,34.97,0,84.9,6.833,13.99,47.09,61.53,7.111,6.534,13.64,47.89,30.66,56.49,86.94
IHX,148,124.6,23.4,0,84.19,4.573,9.366,49.25,59.01,7.788,4.464,12.25,36.44,42.31,92.43,131.5
MOT1,236.5,224.7,11.83,0,95,2.311,4.732,43.02,45.69,2.151,0,2.151,0,6.215,50.52,56.49
MOT2,243.8,231.6,12.19,0,95,2.382,4.877,44.34,47.09,2.217,0,2.217,0,6.215,50.52,56.49
SNK_HX,272.9,261.9,11,0,95.97,2.149,4.402,103,109,4.151,3.573,7.724,46.26,10.33,104.8,115.7
SRC_HX,31.48,10.21,21.27,0,32.44,4.156,8.511,-5.547e-30,7.128,-3.747e-30,2.319,2.319,100,inf,-4.894e-29,193.9
VAL1,50.62,,50.62,0,,9.891,20.26,16.55,,16.55,0,16.55,0,inf,90.84,
VAL2,48.34,,48.34,0,,9.446,19.35,17.57,,17.57,0,17.57,0,inf,100.9,
TOT,511.8,261.9,249.9,0,51.17,48.83,100,87.36,109,42.66,21.68,64.33,33.69,143.9,47.42,115.7
