Component,E_F [kW],E_P [kW],E_D [kW],E_L [kW],epsilon [%],y [%],y* [%],C_F [EUR/h],C_P [EUR/h],C_D [EUR/h],Z [EUR/h],C_D+Z [EUR/h],f [%],r [%],c_F [EUR/GJ],c_P [EUR/GJ]
COMP1,228.1,198.7,29.38,0,87.12,5.098,9.916,47.16,56.87,6.075,4.221,10.3,41,20.57,57.43,79.48
COMP2,309.6,264.4,45.26,0,85.38,7.851,15.27,62.32,77,9.109,6.236,15.35,40.64,23.55,55.91,80.91
IHX,166.5,125.5,40.94,0,75.41,7.103,13.82,66.85,75.79,16.44,1.299,17.74,7.325,50.34,111.5,167.7
MOT1,240.1,228.1,12.01,0,95,2.083,4.052,43.68,47.16,2.184,1.246,3.43,36.34,7.982,50.52,57.43
MOT2,325.9,309.6,16.3,0,95,2.827,5.499,59.28,62.32,2.964,0,2.964,0,5.128,50.52,55.91
SNK_HX,290.9,280.1,10.81,0,96.28,1.875,3.647,116,122,4.309,4.007,8.316,48.18,9.253,110.8,121
SRC_HX,18.03,0.003199,18.03,0,0.01774,3.127,6.083,15.88,21.28,15.88,2.034,17.91,11.35,7.551e+05,244.7,1.848e+06
VAL1,32.27,7.682,24.58,0,23.81,4.265,8.296,11.29,15.88,8.604,0,8.604,0,490.6,97.22,574.2
VAL2,99.04,,99.04,0,,17.18,33.42,36.81,,36.81,0,36.81,0,inf,103.2,
TOT,576.4,280.1,296.3,0,48.59,51.41,100,103,122,52.93,19.04,71.98,26.46,143.9,49.62,121
