Component,E_F [kW],E_P [kW],E_D [kW],E_L [kW],epsilon [%],y [%],y* [%],C_F [EUR/h],C_P [EUR/h],C_D [EUR/h],Z [EUR/h],C_D+Z [EUR/h],f [%],r [%],c_F [EUR/GJ],c_P [EUR/GJ]
COMP1,158.8,135.7,23.09,0,85.46,4.832,11.53,32.37,38.36,4.706,3.27,7.976,40.99,18.5,56.63,78.52
COMP2,206.6,174.7,31.93,0,84.55,6.684,15.95,40.84,50.29,6.312,5.689,12,47.4,23.13,54.9,79.96
IHX,156.4,123,33.39,0,78.65,6.988,16.67,40.66,47.39,8.679,2.803,11.48,24.41,48.2,72.21,107
MOT1,167.1,158.8,8.357,0,95,1.749,4.174,30.4,32.37,1.52,0.9848,2.505,39.32,6.477,50.52,56.63
MOT2,217.5,206.6,10.88,0,95,2.276,5.432,39.56,40.84,1.978,0,1.978,0,3.237,50.52,54.9
SNK_HX,253.7,241.9,11.82,0,95.34,2.475,5.905,83.66,88.77,3.899,3.715,7.614,48.79,11.29,91.6,101.9
SRC_HX,57.45,32.09,25.36,0,55.86,5.308,12.67,-9.992e-14,5.331,-4.411e-14,2.345,2.345,100,inf,-4.831e-13,46.14
VAL1,11.38,,11.38,0,,2.382,5.684,3.03,,3.03,0,3.03,0,inf,73.97,
VAL2,44.02,,44.02,0,,9.214,21.99,14.02,,14.02,0,14.02,0,inf,88.49,
TOT,477.8,241.9,200.2,35.67,50.63,41.91,100,69.96,88.77,29.32,18.81,48.13,39.08,150.6,40.68,101.9
