name,type,P [kW],pressure ratio,Δp [bar],η_s,Q [kW],kA [kW/K],UA [kW/K],ΔT_upper [K],ΔT_lower [K],ΔT_pinch [K],LMTD [K],pr_hot,pr_cold,ε_hot,ε_cold,P_in [kW],P_out [kW],η,P_in_total [kW],P_out_total [kW]
COMP1,Compressor,228.6517,4.0138,-16.5578,0.8,,,,,,,,,,,,,,,,
COMP2,Compressor,264.67,3.2177,-11.5792,0.8,,,,,,,,,,,,,,,,
IHX,HeatExchanger,,,,,-863.5318,76.245,83.4137,21.542,5.0,5.0,11.3258,1.0,1.0,0.9522,0.8133,,,,,
SNK_HX,HeatExchanger,,,,,-1128.2019,219.0943,225.6189,5.3017,5.0,5.0,5.1494,1.0,1.0,0.9408,0.9952,,,,,
SRC_HX,HeatExchanger,,,,,-634.8801,87.498,69.8159,10.1058,5.0,5.0,7.2559,1.0,1.0,0.6684,0.9272,,,,,
MOT1,Motor,,,,,,,,,,,,,,,,,,0.95,,
MOT2,Motor,,,,,,,,,,,,,,,,,,0.95,,
VAL1,Valve,,0.2491,16.5578,,,,,,,,,,,,,,,,,
VAL2,Valve,,0.3108,11.5792,,,,,,,,,,,,,,,,,
electricity distribution,PowerBus,,,,,,,,,,,,,,,,,,,,
