Component,E_F [kW],E_P [kW],E_D [kW],E_L [kW],epsilon [%],y [%],y* [%],C_F [EUR/h],C_P [EUR/h],C_D [EUR/h],Z [EUR/h],C_D+Z [EUR/h],f [%],r [%],c_F [EUR/GJ],c_P [EUR/GJ]
COMP1,220.9,191.1,29.8,0,86.51,6.466,14.97,44.62,50.9,6.021,3.424,9.445,36.25,14.08,56.12,74.01
COMP2,164.3,139.5,24.76,0,84.93,5.371,12.44,32.28,39.77,4.865,5.107,9.972,51.21,23.18,54.59,79.17
IHX,201,161.8,39.22,0,80.49,8.509,19.7,49.93,55.26,9.741,1.559,11.3,13.8,37.48,69,94.85
MOT1,232.5,220.9,11.62,0,95,2.522,5.839,42.28,44.62,2.114,1.22,3.335,36.6,5.524,50.52,56.12
MOT2,172.9,164.3,8.646,0,95,1.876,4.343,31.45,32.28,1.573,0,1.573,0,2.638,50.52,54.59
SNK_HX,272.9,261.9,11.04,0,95.95,2.396,5.548,86.29,90.99,3.492,3.632,7.124,50.99,9.884,87.83,96.51
SRC_HX,55.53,31.91,23.62,0,57.47,5.123,11.86,7.494e-14,4.571,3.187e-14,2.305,2.305,100,inf,3.749e-13,39.79
VAL1,21.93,,21.93,0,,4.758,11.02,5.541,,5.541,0,5.541,0,inf,70.19,
VAL2,28.43,,28.43,0,,6.168,14.28,8.728,,8.728,0,8.728,0,inf,85.28,
TOT,460.9,261.9,199.1,0,56.81,43.19,100,73.74,90.99,31.85,17.25,49.09,35.13,117.2,44.44,96.51
