Connection,m [kg/s],T [°C],p [bar],h [kJ/kg],s [J/kgK],E [kW],e^PH [kJ/kg],e^T [kJ/kg],e^M [kJ/kg]
11,22.641529787909995,30.000000000072077,3.0000000000000004,126.00369009555617,436.6647328256637,20.291412727195997,0.8962032564615443,0.6971804937190172,0.199022762742527
12,22.641529787909995,30.001232813886418,3.1500000000000004,126.02252028799033,436.6771558135291,20.635301191994472,0.9113916500029606,0.6973433675812702,0.21404828242169036
13,22.641529787909995,20.000000000012847,3.0000000000000004,84.19424925876591,296.4216479103904,4.506179807509982,0.19902276258365578,-1.588712223110633e-10,0.199022762742527
21,5.82315620500048,19.115643836895345,7.140121218144305,599.364368276208,2391.465269098643,593.373873317804,101.89901359820301,0.002508678961541591,101.89650491924147
22,5.82315620500048,105.38293898676392,34.727351162132244,699.5542580763738,2461.0523828563273,1058.0059957439876,181.6894410003038,67.10941558379977,114.58002541650401
22c,5.82315620500048,80.10504566398083,34.42735116213224,436.7281601539358,1733.09407314849,770.1958048430603,132.2643215687182,17.74346425506778,114.52085731365042
23,5.82315620500048,80.10504566398083,34.42735116213224,436.7281601539358,1733.09407314849,770.1958048430603,132.2643215687182,17.74346425506778,114.52085731365042
24,5.82315620500048,15.000000000012847,7.315121218144305,436.7281601539358,1823.3428104554052,616.1359540386928,105.807904227196,2.7564013842938295,103.05150284290218
31,14.622651496312413,79.51757570961576,11.98375789431101,662.6096257574917,2389.6102937821747,1463.2286281271831,100.06588945214106,55.036143506362045,45.02974594577903
32,14.622651496312413,130.40532068864383,31.241131664456415,708.4991099474264,2419.2736795662076,2007.0985948907276,137.25955209948646,88.79375955124287,48.4657925482436
32c,14.622651496312413,125.21266209501385,30.991131664456415,557.9447896066011,2042.2992010363632,1421.5454540520266,97.2153001396851,48.793974068339566,48.42132607134554
33,14.622651496312413,125.21266209501385,30.991131664456415,557.9447896066011,2042.2992010363632,1421.5454540520266,97.2153001396851,48.793974068339566,48.42132607134554
34,14.622651496312413,75.10504566398106,12.13375789431101,557.9447896066011,2087.8914056198,1226.1085290725944,83.84994536605065,38.79334846979438,45.056596896256266
41,1.0,120.21009132796223,2.0,504.7041850380444,1530.1740813513566,59.03443267864294,59.03443267864294,58.93558268957684,0.09884998906610508
42,1.0,120.21266209501312,2.1750000000000003,504.72738373191606,1530.1858764342837,59.05417364395452,59.05417364395452,58.937793087585014,0.11638055636950606
43,1.0,120.21009132796223,2.0,2706.230741339982,7126.894757487327,619.8823227713206,619.8823227713206,619.7834727822544,0.09884998906610508
