Component,E_F [kW],E_P [kW],E_D [kW],E_L [kW],epsilon [%],y [%],y* [%],C_F [EUR/h],C_P [EUR/h],C_D [EUR/h],Z [EUR/h],C_D+Z [EUR/h],f [%],r [%],c_F [EUR/GJ],c_P [EUR/GJ]
COMP1,274.4,231.7,42.7,0,84.44,6.903,13.24,57.93,78.96,9.015,5.087,14.1,36.07,36.31,58.64,94.67
COMP2,271.6,231.9,39.65,0,85.4,6.41,12.29,57.33,77.75,8.372,5.607,13.98,40.11,35.61,58.64,93.13
IHX,163.1,141.4,21.7,0,86.7,3.507,6.725,58.73,68.59,7.811,1.752,9.562,18.32,34.69,100,134.7
MOT1,288.8,274.4,14.44,0,95,2.335,4.477,52.54,57.93,2.627,0,2.627,0,10.27,50.52,58.64
MOT2,285.8,271.6,14.29,0,95,2.31,4.431,51.99,57.33,2.6,0,2.6,0,10.27,50.52,58.64
SNK_HX,290.9,280.1,10.87,0,96.26,1.758,3.371,115.1,123.2,4.302,4.019,8.321,48.3,11.17,109.9,122.2
SRC_HX,27.96,11.69,16.28,0,41.79,2.632,5.046,7.494e-14,8.282,4.362e-14,2.203,2.203,100,inf,7.444e-13,196.9
VAL1,80.24,,80.24,0,,12.97,24.87,28.51,,28.51,0,28.51,0,inf,98.7,
VAL2,82.41,,82.41,0,,13.32,25.55,31.22,,31.22,0,31.22,0,inf,105.2,
TOT,618.6,280.1,322.6,15.94,45.27,52.15,100,104.5,123.2,54.51,18.67,73.18,25.51,160.3,46.94,122.2
