Component,E_F [kW],E_P [kW],E_D [kW],E_L [kW],epsilon [%],y [%],y* [%],C_F [EUR/h],C_P [EUR/h],C_D [EUR/h],Z [EUR/h],C_D+Z [EUR/h],f [%],r [%],c_F [EUR/GJ],c_P [EUR/GJ]
COMP1,179.6,149.9,29.72,0,83.45,5.539,10.94,35.94,44.97,5.946,4.16,10.11,41.17,25.13,55.58,83.33
COMP2,317.3,269.4,47.93,0,84.9,8.934,17.64,63.5,80.35,9.591,9.002,18.59,48.42,26.55,55.58,82.85
IHX,107.1,83.22,23.9,0,77.69,4.455,8.797,55.9,63.56,12.47,3.745,16.22,23.09,46.37,145,212.2
MOT1,189.1,179.6,9.453,0,95,1.762,3.479,34.39,35.94,1.719,0,1.719,0,4.505,50.52,55.58
MOT2,334,317.3,16.7,0,95,3.113,6.147,60.76,63.5,3.038,0,3.038,0,4.505,50.52,55.58
SNK_HX,272.9,261.9,10.99,0,95.97,2.048,4.044,112.5,117.8,4.529,3.503,8.032,43.61,9.109,114.5,124.9
SRC_HX,20.65,0.0001754,20.65,0,0.0008495,3.848,7.6,22.21,27.81,22.21,2.209,24.42,9.046,1.474e+07,298.8,4.404e+07
VAL1,42.77,10.19,32.58,0,23.83,6.072,11.99,16.88,22.21,12.85,0,12.85,0,452.3,109.6,605.4
VAL2,79.77,,79.77,0,,14.87,29.36,31.45,,31.45,0,31.45,0,inf,109.5,
TOT,536.6,261.9,271.7,2.988,48.81,50.64,100,95.15,117.8,48.18,22.62,70.8,31.95,153.6,49.26,124.9
