Connection,m [kg/s],T [°C],p [bar],h [kJ/kg],s [J/kgK],E [kW],e^PH [kJ/kg],e^T [kJ/kg],e^M [kJ/kg]
11,31.918804276777273,59.99999999999625,3.0000000000000004,251.41553487180335,831.1440759233203,340.45964693150546,10.666428603630651,10.467405840888125,0.199022762742527
12,31.918804276777273,60.00154678515719,3.1500000000000004,251.43460358938862,831.1555234127209,340.9611834665171,10.682141489698147,10.468093207276455,0.21404828242169036
13,31.918804276777273,49.999999999986414,3.0000000000000004,209.58982042628517,703.6753587915412,198.15731799122315,6.208168585293585,6.009145822551058,0.199022762742527
21,1.627535164834117,49.63246144959845,17.641745363500842,1654.5092965190108,5645.681544398833,625.3479802947701,384.23008842239506,89.82622908706428,294.40385933533076
22,1.627535164834117,178.59234164175712,62.98022422249003,1915.7285584208385,5799.568491771635,977.0702157596121,600.3373917018855,298.5395254179738,301.79786628391173
22c,1.627535164834117,95.10504566398157,62.680224222490025,833.8600886578603,2974.487913501249,564.1708946878963,346.64129345887164,44.89219865991699,301.7490947989547
23,1.627535164834117,95.10504566398157,62.680224222490025,833.8600886578603,2974.487913501249,564.1708946878963,346.64129345887164,44.89219865991699,301.7490947989547
24,1.627535164834117,44.999999999986414,17.816745363500843,833.8600886578603,3062.5970714774908,522.1329639605275,320.812093798136,26.379602612449204,294.4324911856868
31,14.380096439914674,94.63626420131584,16.30330413221065,680.3903507766324,2405.7997273474357,1626.3987148910994,113.10068202162557,67.29826634737331,45.80241567425226
32,14.380096439914674,131.01052605014036,31.241131664456415,711.0385721696567,2425.5617118857667,1983.8159490010655,137.95567764723813,89.48988509899453,48.4657925482436
32c,14.380096439914674,125.21266209501385,30.991131664456415,557.9447896066011,2042.2992010363632,1397.9653914439223,97.2153001396851,48.793974068339566,48.42132607134554
33,14.380096439914674,125.21266209501385,30.991131664456415,557.9447896066011,2042.2992010363632,1397.9653914439223,97.2153001396851,48.793974068339566,48.42132607134554
34,14.380096439914674,90.10504566398106,16.453304132210647,557.9447896066011,2067.995100517957,1289.643677808913,89.68254720665597,43.85332049547398,45.82922671118198
41,1.0,120.21009132796223,2.0,504.7041850380444,1530.1740813513566,59.03443267864294,59.03443267864294,58.93558268957684,0.09884998906610508
42,1.0,120.21266209501312,2.1750000000000003,504.72738373191606,1530.1858764342837,59.05417364395452,59.05417364395452,58.937793087585014,0.11638055636950606
43,1.0,120.21009132796223,2.0,2706.230741339982,7126.894757487327,619.8823227713206,619.8823227713206,619.7834727822544,0.09884998906610508
