label,fluid,from,to,m [kg/s],T [°C],p [bar],h [kJ/kg],s [kJ/(kg·K)],v [m³/kg],rho [kg/m³],V_dot [m³/h],e_T [J/kg],e_M [J/kg],e_PH [J/kg]
11,water (source),source inlet,SRC_HX,6.1248,40.0,3.0,167.792,0.5723,0.006172,162.014,136.09,2727.85,199.02,2926.88
12,water (source),SRC_HX,source outlet,6.1248,20.01,3.0,84.236,0.2966,0.006135,162.993,135.28,0.0,199.02,199.02
21,R290,SRC_HX,COMP1,2.92367,20.01,7.3171,600.335,2.3908,0.190162,5.259,2001.49,0.0,103064.49,103064.49
22,R290,COMP1,IHX,2.92367,98.68,32.5087,687.887,2.4383,0.04203,23.793,442.37,62562.76,114142.24,176705.0
22c,R290,IHX,cc1,2.92367,77.0,32.5087,425.293,1.702,0.007529,132.814,79.25,15801.46,114142.24,129943.7
23,R290,cc1,VAL1,2.92367,77.0,32.5087,425.293,1.702,0.007529,132.814,79.25,15801.46,114142.24,129943.7
24,R290,VAL1,SRC_HX,2.92367,15.01,7.3171,425.293,1.7836,0.100702,9.93,1059.91,2948.84,103064.49,106013.33
31,R600a,IHX,COMP2,7.49156,77.0,11.3563,659.486,2.3868,0.260454,3.839,7024.35,52862.34,44917.42,97779.76
32,R600a,COMP2,SNK_HX,7.49156,128.71,30.8803,703.979,2.409,0.075303,13.28,2030.89,87363.63,48401.61,135765.24
32c,R600a,SNK_HX,cc2,7.49156,125.0,30.8803,557.006,2.04,0.021368,46.798,576.3,48542.55,48401.61,96944.15
33,R600a,cc2,VAL2,7.49156,125.0,30.8803,557.006,2.04,0.021368,46.798,576.3,48542.55,48401.61,96944.15
34,R600a,VAL2,IHX,7.49156,72.0,11.3563,557.006,2.0901,0.17115,5.843,4615.85,37353.67,44917.42,82271.09
41,water (sink),sink inlet,SNK_HX,0.5,120.0,1.9867,503.812,1.5279,0.00053,1886.213,0.95,58708.67,97.52,58806.2
42,water (sink),SNK_HX,sink outlet,0.5,120.0,1.9867,2705.926,7.1291,0.445606,2.244,802.09,618829.26,97.52,618926.78
