name,type,P [kW],pressure ratio,Δp [bar],η_s,Q [kW],kA [kW/K],UA [kW/K],ΔT_upper [K],ΔT_lower [K],ΔT_pinch [K],LMTD [K],pr_hot,pr_cold,ε_hot,ε_cold,P_in [kW],P_out [kW],η,P_in_total [kW],P_out_total [kW]
COMP1,Compressor,370.1763,3.3308,-29.1863,0.8,,,,,,,,,,,,,,,,
COMP2,Compressor,365.8846,2.0539,-11.3032,0.8,,,,,,,,,,,,,,,,
SNK_PUMP,Pump,0.0228,1.1726,-0.175,0.8,,,,,,,,,,,,,,,,
SRC_PUMP,Pump,0.5693,1.05,-0.15,0.8,,,,,,,,,,,,,,,,
IHX,HeatExchanger,,,,,-1890.4963,72.9315,159.0378,75.3335,4.9948,5.0,25.9215,0.9928,0.9862,0.9768,0.5052,,,,,
SNK_HX,HeatExchanger,,,,,-2256.3809,344.3608,2073.871,8.397,5.0,1.0084,6.5524,0.9887,0.8528,0.9242,0.9924,,,,,
SRC_HX,HeatExchanger,,,,,-1520.32,184.912,154.6956,12.5975,5.0,4.9968,8.2219,0.9524,0.9862,0.7081,0.9605,,,,,
MOT1,Motor,,,,,,,,,,,,,,,,,,0.95,,
MOT2,Motor,,,,,,,,,,,,,,,,,,0.95,,
MOT3,Motor,,,,,,,,,,,,,,,,,,0.95,,
MOT4,Motor,,,,,,,,,,,,,,,,,,0.95,,
VAL1,Valve,,0.3066,28.7113,,,,,,,,,,,,,,,,,
VAL2,Valve,,0.4994,10.9032,,,,,,,,,,,,,,,,,
electricity distribution,PowerBus,,,,,,,,,,,,,,,,,,,,
