label,fluid,from,to,m [kg/s],T [°C],p [bar],h [kJ/kg],s [kJ/(kg·K)],v [m³/kg],rho [kg/m³],V_dot [m³/h],e_T [J/kg],e_M [J/kg],e_PH [J/kg]
11,water (source),source inlet,SRC_HX,6.31837,40.0,3.0,167.792,0.5723,0.006367,157.051,144.83,2727.85,199.02,2926.88
12,water (source),SRC_HX,source outlet,6.31837,20.01,3.0,84.236,0.2966,0.006329,157.999,143.96,0.0,199.02,199.02
21,R290,SRC_HX,COMP1,3.64494,20.01,7.3171,600.335,2.3908,0.237075,4.218,3110.85,0.0,103064.49,103064.49
22,R290,COMP1,IHX,3.64494,107.8,37.641,695.826,2.4413,0.044424,22.511,582.92,68593.7,115154.23,183747.93
22c,R290,IHX,cc1,3.64494,85.0,37.641,455.493,1.7834,0.010014,99.856,131.41,21123.29,115154.23,136277.52
23,R290,cc1,VAL1,3.64494,85.0,37.641,455.493,1.7834,0.010014,99.856,131.41,21123.29,115154.23,136277.52
24,R290,VAL1,SRC_HX,3.64494,15.01,7.3171,455.493,1.8884,0.144675,6.912,1898.39,2425.87,103064.49,105490.36
31,R600,IHX,COMP2,5.35122,85.0,10.1159,708.349,2.5086,0.219216,4.562,4223.07,66221.25,30047.54,96268.79
32,R600,COMP2,SNK_HX,5.35122,126.83,24.1659,750.406,2.5297,0.078606,12.722,1514.3,99677.48,32465.73,132143.21
32c,R600,SNK_HX,cc2,5.35122,125.0,24.1659,544.648,2.0129,0.012944,77.257,249.35,45404.57,32465.73,77870.29
33,R600,cc2,VAL2,5.35122,125.0,24.1659,544.648,2.0129,0.012944,77.257,249.35,45404.57,32465.73,77870.29
34,R600,VAL2,IHX,5.35122,80.0,10.1159,544.648,2.0452,0.10775,9.281,2075.74,38342.2,30047.54,68389.74
41,water (sink),sink inlet,SNK_HX,0.5,120.0,1.9867,503.812,1.5279,0.00053,1886.213,0.95,58708.67,97.52,58806.2
42,water (sink),SNK_HX,sink outlet,0.5,120.0,1.9867,2705.926,7.1291,0.445606,2.244,802.09,618829.26,97.52,618926.78
