name,type,P [kW],pressure ratio,Δp [bar],η_s,Q [kW],kA [kW/K],UA [kW/K],ΔT_upper [K],ΔT_lower [K],ΔT_pinch [K],LMTD [K],pr_hot,pr_cold,ε_hot,ε_cold,P_in [kW],P_out [kW],η,P_in_total [kW],P_out_total [kW]
COMP1,Compressor,164.8079,3.9652,-21.5288,0.8,,,,,,,,,,,,,,,,
COMP2,Compressor,317.3411,3.6812,-14.7347,0.8,,,,,,,,,,,,,,,,
IHX,HeatExchanger,,,,,-797.482,27.7939,68.4201,86.94,5.0,5.0,28.6927,1.0,1.0,0.98,0.4641,,,,,
SNK_HX,HeatExchanger,,,,,-1114.8231,222.9646,222.9646,5.0,5.0,5.0,5.0,1.0,1.0,0.9313,0.9953,,,,,
SRC_HX,HeatExchanger,,,,,-632.6741,87.279,69.3974,10.0882,5.0,5.0,7.2489,1.0,1.0,0.6684,0.9729,,,,,
MOT1,Motor,,,,,,,,,,,,,,,,,,0.95,,
MOT2,Motor,,,,,,,,,,,,,,,,,,0.95,,
VAL1,Valve,,0.2522,21.5288,,,,,,,,,,,,,,,,,
VAL2,Valve,,0.2716,14.7347,,,,,,,,,,,,,,,,,
electricity distribution,PowerBus,,,,,,,,,,,,,,,,,,,,
