label,fluid,from,to,m [kg/s],T [°C],p [bar],h [kJ/kg],s [kJ/(kg·K)],v [m³/kg],rho [kg/m³],V_dot [m³/h],e_T [J/kg],e_M [J/kg],e_PH [J/kg]
11,water (source),source inlet,SRC_HX,15.0,50.0,3.0,209.59,0.7037,0.01518,65.875,819.74,6009.15,199.02,6208.17
12,water (source),SRC_HX,source outlet,15.0,38.02,3.0,159.531,0.5458,0.015105,66.203,815.67,2224.76,199.02,2423.79
21,R290,SRC_HX,COMP1,3.73992,38.02,11.615,618.873,2.3794,0.152698,6.549,2055.88,14961.65,109994.94,124956.59
22,R290,COMP1,IHX,3.73992,93.14,31.3188,676.004,2.4107,0.054183,18.456,729.5,58989.79,113907.26,172897.04
22c,R290,IHX,cc1,3.73992,75.0,31.3188,418.1,1.6823,0.009497,105.299,127.86,14627.29,113907.26,128534.55
23,R290,cc1,VAL1,3.73992,75.0,31.3188,418.1,1.6823,0.009497,105.299,127.86,14627.29,113907.26,128534.55
24,R290,VAL1,SRC_HX,3.73992,33.02,11.615,418.1,1.7239,0.064816,15.428,872.66,6339.86,109994.94,116334.8
31,R600,IHX,COMP2,4.46306,75.0,8.0908,694.63,2.496,0.229775,4.352,3691.79,56531.77,29698.23,86230.0
32,R600,COMP2,SNK_HX,4.46306,106.69,16.8006,731.3,2.5154,0.102911,9.717,1653.47,86023.14,31199.21,117222.35
32c,R600,SNK_HX,cc2,4.46306,105.0,16.8006,478.513,1.8469,0.00975,102.569,156.65,29194.29,31199.21,60393.49
33,R600,cc2,VAL2,4.46306,105.0,16.8006,478.513,1.8469,0.00975,102.569,156.65,29194.29,31199.21,60393.49
34,R600,VAL2,IHX,4.46306,70.0,8.0908,478.513,1.8664,0.080257,12.46,1289.5,24974.71,29698.23,54672.94
41,water (sink),sink inlet,SNK_HX,0.5,100.0,1.0142,419.166,1.3072,0.000522,1916.698,0.94,38857.9,0.09,38858.0
42,water (sink),SNK_HX,sink outlet,0.5,100.0,1.0142,2675.57,7.3541,0.835883,1.196,1504.59,522610.54,0.09,522610.64
