name,type,P [kW],pressure ratio,Δp [bar],η_s,Q [kW],kA [kW/K],UA [kW/K],ΔT_upper [K],ΔT_lower [K],ΔT_pinch [K],LMTD [K],pr_hot,pr_cold,ε_hot,ε_cold,P_in [kW],P_out [kW],η,P_in_total [kW],P_out_total [kW]
COMP1,Compressor,432.5309,2.6821,-23.4988,0.8,,,,,,,,,,,,,,,,
COMP2,Compressor,365.8846,2.0539,-11.3032,0.8,,,,,,,,,,,,,,,,
SNK_PUMP,Pump,0.0228,1.1726,-0.175,0.8,,,,,,,,,,,,,,,,
SRC_PUMP,Pump,0.5693,1.05,-0.15,0.8,,,,,,,,,,,,,,,,
IHX,HeatExchanger,,,,,-1890.4963,154.4705,171.0485,24.5575,4.946,5.0,12.2386,0.992,0.9862,0.9312,0.7615,,,,,
SNK_HX,HeatExchanger,,,,,-2256.3809,344.3608,2073.871,8.397,5.0,1.0084,6.5524,0.9887,0.8528,0.9242,0.9924,,,,,
SRC_HX,HeatExchanger,,,,,-1457.9654,181.0408,151.5437,12.1512,5.0,4.9968,8.0532,0.9524,0.9876,0.6993,0.8908,,,,,
MOT1,Motor,,,,,,,,,,,,,,,,,,0.95,,
MOT2,Motor,,,,,,,,,,,,,,,,,,0.95,,
MOT3,Motor,,,,,,,,,,,,,,,,,,0.95,,
MOT4,Motor,,,,,,,,,,,,,,,,,,0.95,,
VAL1,Valve,,0.3806,23.0238,,,,,,,,,,,,,,,,,
VAL2,Valve,,0.4994,10.9032,,,,,,,,,,,,,,,,,
electricity distribution,PowerBus,,,,,,,,,,,,,,,,,,,,
