Component,E_F [kW],E_P [kW],E_D [kW],E_L [kW],epsilon [%],y [%],y* [%],C_F [EUR/h],C_P [EUR/h],C_D [EUR/h],Z [EUR/h],C_D+Z [EUR/h],f [%],r [%],c_F [EUR/GJ],c_P [EUR/GJ]
COMP1,226.4,196.5,29.92,0,86.79,5.567,13.81,46.1,53.19,6.092,3.313,9.404,35.23,15.39,56.55,75.19
COMP2,195.7,166.9,28.73,0,85.32,5.345,13.25,38.76,47.52,5.691,5.129,10.82,47.4,22.6,55.03,79.08
IHX,203.4,164.7,38.71,0,80.97,7.203,17.86,51.75,58.12,9.85,1.474,11.32,13.02,38.7,70.68,98.03
MOT1,238.4,226.4,11.92,0,95,2.218,5.499,43.35,46.1,2.168,1.24,3.408,36.4,6.335,50.52,56.55
MOT2,206,195.7,10.3,0,95,1.916,4.751,37.46,38.76,1.873,0,1.873,0,3.473,50.52,55.03
SNK_HX,290.5,280.1,10.39,0,96.42,1.934,4.796,92.89,97.85,3.324,3.648,6.972,52.32,9.251,88.84,97.06
SRC_HX,52.48,31.41,21.07,0,59.85,3.92,9.721,1.249e-14,4.895,5.015e-15,2.233,2.233,100,inf,6.612e-14,43.29
VAL1,24.55,,24.55,0,,4.567,11.33,6.338,,6.338,0,6.338,0,inf,71.73,
VAL2,41.15,,41.15,0,,7.657,18.99,12.75,,12.75,0,12.75,0,inf,86.04,
TOT,537.4,280.1,216.7,40.65,52.11,40.33,100,80.82,97.85,32.59,17.04,49.63,34.33,132.4,41.77,97.06
