label,fluid,from,to,m [kg/s],T [°C],p [bar],h [kJ/kg],s [kJ/(kg·K)],v [m³/kg],rho [kg/m³],V_dot [m³/h],e_T [J/kg],e_M [J/kg],e_PH [J/kg]
11,water (source),source inlet,SRC_HX,15.0,20.0,3.0,84.194,0.2964,0.015026,66.553,811.38,-0.0,199.02,199.02
13,water (source),SRC_HX,source outlet,15.0,10.75,3.0,45.442,0.1621,0.015004,66.649,810.22,625.07,199.02,824.09
21,R290,SRC_HX,COMP1,2.65092,10.75,5.633,590.101,2.3984,0.222704,4.49,2125.33,268.35,90341.75,90610.1
22,R290,COMP1,IHX,2.65092,82.8,23.9027,676.457,2.4474,0.054329,18.406,518.48,50169.9,112439.49,162609.38
22c,R290,IHX,cc1,2.65092,61.0,23.9027,370.824,1.549,0.006199,161.304,59.16,7883.71,112439.49,120323.2
23,R290,cc1,VAL1,2.65092,61.0,23.9027,370.824,1.549,0.006199,161.304,59.16,7883.71,112439.49,120323.2
24,R290,VAL1,SRC_HX,2.65092,5.75,5.633,370.824,1.6124,0.095368,10.486,910.13,11391.58,90341.75,101733.34
31,R600,IHX,COMP2,4.93248,61.0,5.7802,674.871,2.4792,0.355003,2.817,6303.77,42110.71,29299.42,71410.13
32,R600,COMP2,SNK_HX,4.93248,115.03,20.2302,736.628,2.511,0.089473,11.177,1588.77,92049.35,31789.28,123838.62
32c,R600,SNK_HX,cc2,4.93248,115.0,20.2302,510.611,1.9287,0.01128,88.654,200.29,36731.57,31789.28,68520.84
33,R600,cc2,VAL2,4.93248,115.0,20.2302,510.611,1.9287,0.01128,88.654,200.29,36731.57,31789.28,68520.84
34,R600,VAL2,IHX,4.93248,56.0,5.7802,510.611,1.9804,0.187296,5.339,3325.79,24076.81,29299.42,53376.24
41,water (sink),sink inlet,SNK_HX,0.5,110.0,1.4338,461.415,1.4188,0.000526,1901.896,0.95,48344.92,42.13,48387.05
43,water (sink),SNK_HX,sink outlet,0.5,110.0,1.4338,2691.061,7.2381,0.604646,1.654,1088.36,572077.54,42.13,572119.67
