label,fluid,from,to,m [kg/s],T [°C],p [bar],h [kJ/kg],s [kJ/(kg·K)],v [m³/kg],rho [kg/m³],V_dot [m³/h],e_T [J/kg],e_M [J/kg],e_PH [J/kg]
11,water (source),source inlet,SRC_HX,4.14454,60.0,3.0,251.416,0.8311,0.004215,237.248,62.89,10467.41,199.02,10666.43
12,water (source),SRC_HX,source outlet,4.14454,20.01,3.0,84.236,0.2966,0.004152,240.87,61.94,0.0,199.02,199.02
21,R717,SRC_HX,COMP1,0.76345,20.01,7.2843,1636.244,5.9666,0.13677,7.312,375.9,0.0,271900.35,271900.35
22,R717,COMP1,IHX,0.76345,189.74,43.2409,1989.751,6.1235,0.036268,27.573,99.68,280816.9,298584.5,579401.39
22c,R717,IHX,cc1,0.76345,77.0,43.2409,728.677,2.6927,0.001488,672.177,4.09,25478.92,298584.5,324063.41
23,R717,cc1,VAL1,0.76345,77.0,43.2409,728.677,2.6927,0.001488,672.177,4.09,25478.92,298584.5,324063.41
24,R717,VAL1,SRC_HX,0.76345,15.01,7.2843,728.677,2.8175,0.035519,28.154,97.62,15590.38,271900.35,287490.73
31,R600a,IHX,COMP2,5.43454,77.0,11.3563,659.486,2.3868,0.188939,5.293,3696.46,52862.34,44917.42,97779.76
32,R600a,COMP2,SNK_HX,5.43454,107.97,21.7777,689.928,2.4028,0.088233,11.334,1726.22,76745.9,46780.02,123525.92
32c,R600a,SNK_HX,cc2,5.43454,105.0,21.7777,482.329,1.8539,0.013014,76.841,254.61,30054.47,46780.02,76834.49
33,R600a,cc2,VAL2,5.43454,105.0,21.7777,482.329,1.8539,0.013014,76.841,254.61,30054.47,46780.02,76834.49
34,R600a,VAL2,IHX,5.43454,72.0,11.3563,482.329,1.8737,0.076029,13.153,1487.45,26102.96,44917.42,71020.37
41,water (sink),sink inlet,SNK_HX,0.5,100.0,1.0142,419.166,1.3072,0.000522,1916.698,0.94,38857.9,0.09,38858.0
42,water (sink),SNK_HX,sink outlet,0.5,100.0,1.0142,2675.57,7.3541,0.835883,1.196,1504.59,522610.54,0.09,522610.64
