Component,E_F [kW],E_P [kW],E_D [kW],E_L [kW],epsilon [%],y [%],y* [%],C_F [EUR/h],C_P [EUR/h],C_D [EUR/h],Z [EUR/h],C_D+Z [EUR/h],f [%],r [%],c_F [EUR/GJ],c_P [EUR/GJ]
COMP1,155,132.5,22.48,0,85.5,4.52,12.61,31.36,36.24,4.548,2.91,7.458,39.02,15.58,56.21,75.98
COMP2,165.4,139.9,25.52,0,84.58,5.131,14.31,32.44,39.62,5.003,4.938,9.942,49.67,22.14,54.47,78.66
IHX,177.8,145.4,32.34,0,81.81,6.503,18.14,38.25,44.11,6.957,3.023,9.98,30.29,40.98,59.77,84.26
MOT1,163.1,155,8.157,0,95,1.64,4.575,29.67,31.36,1.484,0.9694,2.453,39.52,5.683,50.52,56.21
MOT2,174.1,165.4,8.707,0,95,1.751,4.884,31.67,32.44,1.584,0,1.584,0,2.416,50.52,54.47
SNK_HX,253.7,241.9,11.87,0,95.32,2.387,6.658,74.56,79.34,3.488,3.738,7.226,51.73,11.64,81.62,91.11
SRC_HX,82.89,56.79,26.1,0,68.52,5.248,14.64,-4.996e-14,4.706,-1.573e-14,2.413,2.413,100,inf,-1.674e-13,23.02
VAL1,11.53,,11.53,0,,2.319,6.467,2.703,,2.703,0,2.703,0,inf,65.13,
VAL2,31.6,,31.6,0,,6.354,17.72,9.176,,9.176,0,9.176,0,inf,80.67,
TOT,497.3,241.9,178.3,77.11,48.64,35.85,100,61.35,79.34,21.99,17.99,39.99,44.99,165.9,34.27,91.11
